"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SEC61G",293.924021924379,-1.64782491358629,0.199373594146432,-8.26501082373042,1.3968206938722e-16,1.79575268404211e-12
"ATP5G3",850.22110970237,-0.913858652398498,0.117068402199947,-7.80619394495253,5.89408569989603e-15,3.78871828789317e-11
"SLC35B1",652.62352183986,-1.1369662523403,0.152580008905412,-7.45160693394072,9.22101076676474e-14,3.95151048058425e-10
"COPE",970.9331854618,-0.900707414187256,0.126046634241171,-7.14582677760271,8.94558104584494e-13,2.87510974813456e-09
"OSTC",707.241656685884,-1.17462930009729,0.169570927619553,-6.92706772668411,4.29652922903035e-12,1.10472359536828e-08
"NSMF",375.881997656056,1.85978346427853,0.271201528620752,6.85756999135227,7.0041711418156e-12,1.50076040331969e-08
"CREB3L1",775.043729035714,-1.58129802477014,0.231419557724885,-6.83303537659512,8.31364433010692e-12,1.52686016439792e-08
"PCNA",948.44033651441,-1.15783236891575,0.170716525097149,-6.78219269198965,1.18365451980941e-11,1.55018027051833e-08
"MBD5",667.411325496271,0.633619117082657,0.0934608379013314,6.77951462142445,1.20580294844301e-11,1.55018027051833e-08
"DERL2",500.683871664939,-0.922440082473504,0.135666185027004,-6.79933678602297,1.051018593857e-11,1.55018027051833e-08
"NOP16",275.796661943086,-0.821888450527872,0.123711400245977,-6.64359508415315,3.06122837203096e-11,3.57774108643909e-08
"SDF2L1",952.503557308446,-1.40397304618313,0.211777474988473,-6.62947297043535,3.36887514768436e-11,3.60918824155251e-08
"SSR3",1087.23566854824,-1.14676400506763,0.173710314185541,-6.60158845745198,4.06775431410882e-11,4.02269611247562e-08
"LOC101749834",7.15163573516346,-4.79660007791406,0.737758484637719,-6.50158578693874,7.9477691044993e-11,7.29832282910307e-08
"LMAN1",1326.93549693323,-1.02966178054729,0.160856720572975,-6.40111135474858,1.54250018596495e-10,1.25358154193554e-07
"LAPTM4B",1654.99000798161,-1.35346486946372,0.211865576387203,-6.38831891685011,1.67719275884994e-10,1.25358154193554e-07
"LOC107050492",1455.07656228869,-0.99592059057904,0.155904664043816,-6.38801024130453,1.68058086742281e-10,1.25358154193554e-07
"NDUFB9",412.542761270173,-0.83568182039446,0.130956604075007,-6.38136447029287,1.75517017383632e-10,1.25358154193554e-07
"USMG5",358.474485535701,-0.935576290991166,0.147578865329122,-6.33950050303408,2.30511262424195e-10,1.55971199459234e-07
"GPSM1",688.741284483723,1.10854423039329,0.177167000095696,6.2570581981662,3.92307045468249e-10,2.5217496882699e-07
"SEC11C",623.414860390916,-0.984818191258017,0.158505783570784,-6.2131372690147,5.19370399098536e-10,3.1795361194337e-07
"LBH",678.285276260983,-1.69183591986654,0.273551522271399,-6.18470665349842,6.22180586521866e-10,3.47771896535875e-07
"GPX4",509.498202943795,-1.34616238861758,0.217645511445615,-6.18511440771869,6.20574460761293e-10,3.47771896535875e-07
"OAZ1",8383.41779890752,-1.05195491561503,0.170678593297448,-6.16336762151392,7.1213915569474e-10,3.79238599464184e-07
"EHBP1",678.32565760128,0.427036189568053,0.0693484606097648,6.15783228370498,7.37473941086232e-10,3.79238599464184e-07
"PPA1",765.308806815638,-0.701555289567493,0.114169804283762,-6.14484095833097,8.00436753528135e-10,3.95785188590681e-07
"SSR2",1315.6233477215,-1.33888756120818,0.21837008090828,-6.13127748837781,8.71761991160467e-10,4.15087857716999e-07
"PSMA2",440.368828392665,-0.619321396725279,0.101206152569345,-6.11940461130489,9.39256351723128e-10,4.31252844919733e-07
"AZIN1",2172.72587588399,-0.470167745062877,0.0779550978139213,-6.03126361517969,1.6268255784543e-09,7.17396714344769e-07
"YIPF5",1286.66621306985,-0.526966168548464,0.087614846578418,-6.01457617205108,1.80357945753515e-09,7.17396714344769e-07
"PSMA6",474.362833177028,-0.618810680480469,0.103025814756727,-6.00636531670878,1.89728440321423e-09,7.17396714344769e-07
"SEC13",917.532397316509,-0.683574873248674,0.11377198890907,-6.00828797846723,1.87492596671474e-09,7.17396714344769e-07
"HM13",1296.05616405051,-0.786071207957609,0.130682526001642,-6.0151210112646,1.79752370543799e-09,7.17396714344769e-07
"NUS1",391.012147409466,-0.605953682669784,0.100638986504298,-6.02106304641594,1.73275243464866e-09,7.17396714344769e-07
"VWA9",434.747487463615,-0.441232124623162,0.0735371599242577,-6.0001246319225,1.97166135828169e-09,7.24219383487696e-07
"RPL7",3211.14868772992,-0.797383009515346,0.133371304741974,-5.97866993247161,2.24966856200327e-09,7.94670011975414e-07
"PYCR2",215.229374791154,-1.86674167475398,0.312374062369713,-5.97598168232219,2.28708699775127e-09,7.94670011975414e-07
"C7ORF50",55.1601706341862,-1.16732936394559,0.196575233926669,-5.9383338410832,2.87933268162837e-09,9.74123709342483e-07
"POMP",588.209592458191,-0.623603489573064,0.106281803861043,-5.8674530062398,4.42540377354224e-09,1.45879463878613e-06
"FGF6",181.486769213889,-4.11565891649262,0.70631630524159,-5.82693459849393,5.64547233800377e-09,1.81445480943441e-06
"QDPR",1425.22322229573,-0.737924458005475,0.127448766509364,-5.78996939881137,7.03992491156227e-09,2.20744572348889e-06
"CKS1B",31.3846149523975,-2.38062197663313,0.413868040047507,-5.75212808498058,8.81269878721732e-09,2.57491035473786e-06
"SSR1",2131.78901328003,-0.84328631915275,0.146521014147533,-5.7553950473182,8.6439412006133e-09,2.57491035473786e-06
"SLC25A20",338.990727006629,-0.558376296085155,0.0970049542464049,-5.7561626663604,8.60474740570919e-09,2.57491035473786e-06
"UQCRFS1",572.101507337864,-0.691646317600288,0.120473409535056,-5.74107033468681,9.40800026103553e-09,2.68776114124162e-06
"UFC1",398.011536389555,-1.05708471499419,0.184335754114493,-5.73456148033891,9.77649579673481e-09,2.73231804267006e-06
"IFRD1",373.616836270723,-0.678074851697626,0.118697661346859,-5.71262183267579,1.11248715913858e-08,3.04300742933736e-06
"TPI1",1647.89068239792,-0.697104236749699,0.122131883404001,-5.70779895732667,1.14446486414054e-08,3.06525839445641e-06
"LOC107049324",56.6162943038304,-1.03088204271993,0.180778770288542,-5.70245079704069,1.18097006310299e-08,3.0984798227045e-06
"CRELD2",1555.92329071651,-1.35466943482991,0.238129527475824,-5.68879235258821,1.27940927034156e-08,3.28961711590221e-06
"RPL30",1335.62696073343,-0.903399659591457,0.159011468915735,-5.68134906086678,1.33636420909132e-08,3.30390351386115e-06
"ALDH7A1",936.126252178416,-0.752066320166818,0.132345323589422,-5.68260592644719,1.32657698062167e-08,3.30390351386115e-06
"ERLEC1",1093.94192131674,-0.903905075783295,0.159481990404525,-5.66775642497655,1.44679437304554e-08,3.50943178488178e-06
"ZNF516",352.502656123248,0.670083408549344,0.118357970700185,5.66149795054144,1.50057299322551e-08,3.57247525942724e-06
"EIF2S2",963.017081220291,-0.73289708575909,0.129706884448302,-5.65041006787273,1.6006553200481e-08,3.67464728473899e-06
"IGDCC4",1999.43235036948,0.874132381914643,0.154695893245085,5.65065021170119,1.59842057581282e-08,3.67464728473899e-06
"SEMA3A",323.687461469431,1.13012853932476,0.200682600337049,5.63142264165746,1.78729140127011e-08,3.82956970912143e-06
"UQCRQ",510.948369004171,-0.956618904655979,0.169766122742245,-5.63492226366275,1.75137320245696e-08,3.82956970912143e-06
"TMEM100",45.9725513069465,-1.85939481328585,0.329897796415887,-5.63627533583702,1.73767475484301e-08,3.82956970912143e-06
"DNAJB11",1027.02221597373,-0.845321324417876,0.150084529933909,-5.63230150895712,1.77820450139492e-08,3.82956970912143e-06
"RPF2",296.290821543514,-0.659242870953421,0.117264531848816,-5.62184371147583,1.88930152536837e-08,3.98178039510422e-06
"LOC101749175",275.9192219031,1.17653789287545,0.209401943597365,5.61856242909414,1.92552821585331e-08,3.99267592629196e-06
"SOD1",1495.93537668125,-0.878200513360231,0.15674255383624,-5.60282126242341,2.10890664194747e-08,4.30350853791693e-06
"GSTO1",488.132872539395,-0.676483353294885,0.12085645634808,-5.59741178697595,2.17575494994426e-08,4.37054775570054e-06
"MEF2D",2333.31882579797,0.476934802463148,0.0852821094946901,5.59243674070754,2.23904743194162e-08,4.42849135154485e-06
"SAMM50",581.321091635392,-0.478950402580262,0.0858975759567723,-5.57583141602613,2.4635041365487e-08,4.79860745143486e-06
"CNTFR",167.792470796237,2.28006848022443,0.410132925768271,5.55934024549078,2.70796333476672e-08,5.18171998843413e-06
"MLL3",2936.55489459216,0.617362838928055,0.111091704176655,5.5572361906191,2.74079775368327e-08,5.18171998843413e-06
"SMTNL1",91.573754105248,-1.46416195553924,0.263873772279328,-5.54872105284238,2.87766880273907e-08,5.36163914898745e-06
"RFC3",213.884269736946,-0.676439389233235,0.122099430887173,-5.54006996034491,3.02350834295328e-08,5.39864211902881e-06
"MLN",28.9735727868718,-3.38197053453782,0.6102223414796,-5.5421938933563,2.98705281800103e-08,5.39864211902881e-06
"C5H14ORF166",415.222043241463,-0.565045167738459,0.101954932020876,-5.54210724815902,2.98853163025599e-08,5.39864211902881e-06
"MND1",32.3452998483792,-1.34347170266727,0.242773091532923,-5.53385753826458,3.13263444923543e-08,5.51686965470832e-06
"BOLA3",78.9700894201005,-1.21473619226636,0.219743732568082,-5.5279674103561,3.23962210712962e-08,5.62818673098087e-06
"SELK",334.168629254977,-1.07545599978401,0.195105074851002,-5.51218875575284,3.54398542790302e-08,5.99493113962121e-06
"ATP5H",590.708184788297,-0.741147012331953,0.134400035817004,-5.51448522931262,3.49802282130607e-08,5.99493113962121e-06
"RASSF1",76.971780105977,-1.3413532083013,0.244138519934152,-5.49423011437556,3.9241853635107e-08,6.55186065367449e-06
"VDAC2",2061.08367203359,-0.456101854909358,0.0830615757541789,-5.49112933107835,3.99371760595188e-08,6.582465838733e-06
"NECAP1",1081.3849332882,-0.364683926264757,0.0664914904303269,-5.48467065341078,4.14240431048859e-08,6.65684372695516e-06
"WIPF3",270.728056539895,1.06717807047178,0.194531008119911,5.4859021231924,4.11364630302554e-08,6.65684372695516e-06
"MRPL48",184.14829158067,-0.829809030210366,0.151394999737181,-5.4810861101813,4.22722659775495e-08,6.70928705441205e-06
"NDUFC2",241.96347581419,-0.908719263408835,0.166264002292408,-5.46552020208605,4.61551219256928e-08,7.23622253020375e-06
"UFM1",1027.12601998212,-0.844648364971865,0.154854179007902,-5.45447575508287,4.91175358165718e-08,7.52233285606611e-06
"BICC1",1666.82702404541,-0.530911240076658,0.097374637738092,-5.45225381484496,4.97353992505927e-08,7.52233285606611e-06
"NCOR1",5125.580499196,0.534330224110073,0.0979934268809744,5.4527149536171,4.96065522702215e-08,7.52233285606611e-06
"SMCO4",61.4486223632815,-0.96778581492112,0.177641462255672,-5.44797257707902,5.09472107748459e-08,7.52847519220022e-06
