"gene","padj","logpadj","lfc","tissue","direction"
"LOC107056226",0,Inf,11.7526819190248,"gonad","male"
"CAPZA3",0,Inf,10.6744518855534,"gonad","male"
"LOC101750451",0,Inf,10.5787109500785,"gonad","male"
"C5H14ORF166B",0,Inf,10.486671043455,"gonad","male"
"LOC422928",0,Inf,10.4465826326701,"gonad","male"
"LOC101752063",0,Inf,10.1080588110305,"gonad","male"
"C19ORF71",0,Inf,10.0569593863966,"gonad","male"
"NME8",0,Inf,9.98754182712574,"gonad","male"
"C5H11ORF91",0,Inf,9.83223572406218,"gonad","male"
"LOC101750588",0,Inf,9.80637547790602,"gonad","male"
"C17ORF64",0,Inf,9.79621954664361,"gonad","male"
"C12ORF50",0,Inf,9.73065759883038,"gonad","male"
"CCDC63",0,Inf,9.722581425179,"gonad","male"
"LOC101751993",0,Inf,9.71064163746408,"gonad","male"
"SYCE2",0,Inf,9.50366842807229,"gonad","male"
"C4H4ORF45",0,Inf,9.48505988692995,"gonad","male"
"LOC100857794",0,Inf,9.47438340264675,"gonad","male"
"SDR42E2",0,Inf,9.45085274716759,"gonad","male"
"LOC101751469",0,Inf,9.36241823045209,"gonad","male"
"PFN3",0,Inf,9.33873133580294,"gonad","male"
"TEX33",0,Inf,9.33806617081905,"gonad","male"
"LOC107054074",0,Inf,9.22426200978299,"gonad","male"
"LOC425470",0,Inf,9.18932224463511,"gonad","male"
"FMR1NB",0,Inf,9.17984620083191,"gonad","male"
"PDC",0,Inf,9.12796906935898,"gonad","male"
"CDK3",0,Inf,9.08864922886266,"gonad","male"
"LOC101748326",0,Inf,9.08793737863551,"gonad","male"
"ZPBP",0,Inf,8.94752016390761,"gonad","male"
"DCST1",0,Inf,8.94594730244835,"gonad","male"
"DLEU7",1.70241567583864e-282,281.768934390384,8.86249309265092,"gonad","male"
"FAM46D",0,Inf,8.83483472759266,"gonad","male"
"LOC101748962",0,Inf,8.82399767612073,"gonad","male"
"SOX30",0,Inf,8.7660793925207,"gonad","male"
"PKDREJ",0,Inf,8.7560212065167,"gonad","male"
"C3H2ORF70",4.45468732697142e-185,184.351182773543,8.71335199767312,"gonad","male"
"STMND1",0,Inf,8.63910544602834,"gonad","male"
"SPO11",0,Inf,8.6360515551546,"gonad","male"
"PIFO",0,Inf,8.60216743231625,"gonad","male"
"LOC101747521",0,Inf,8.59206780083703,"gonad","male"
"GABRR3",0,Inf,8.57582212186786,"gonad","male"
"TRIM42",0,Inf,8.56578036129266,"gonad","male"
"PDCL2",0,Inf,8.56324726187524,"gonad","male"
"TAGAP",0,Inf,8.54025158170442,"gonad","male"
"NOX5",4.56430607233002e-279,278.340625240444,8.53026434785741,"gonad","male"
"PCSK4",0,Inf,8.51301601839667,"gonad","male"
"RFX8",0,Inf,8.45453053718356,"gonad","male"
"LOC101750794",3.79752219887559e-302,301.420499678737,8.41362362776851,"gonad","male"
"C17ORF78",0,Inf,8.40905780486689,"gonad","male"
"ZPBP2",0,Inf,8.38513512304016,"gonad","male"
"C6ORF163",0,Inf,8.35872539524655,"gonad","male"
"PRSS55",0,Inf,8.33407313712098,"gonad","male"
"LOC100859353",0,Inf,8.30386091513919,"gonad","male"
"LOC107049112",0,Inf,8.28070743025239,"gonad","male"
"C2H7ORF31",0,Inf,8.27324536051036,"gonad","male"
"NKX1-2",0,Inf,8.25702675832559,"gonad","male"
"PRR22",0,Inf,8.24276949425494,"gonad","male"
"LOC421502",0,Inf,8.23197158725679,"gonad","male"
"C10ORF122",0,Inf,8.22860012391109,"gonad","male"
