"entrezid","padj","logpadj","lfc","tissue","direction","row.names","Name","geneid","gene"
"XP_003642417.2",0.00228541391161065,2.64103513334057,6.02660782412872,"pituitary","m.inc.d8",100859449,"LOC100859449",100859449,"LOC100859449"
"XP_015158199.1",0.0115634092121047,1.93691410503987,3.72225140931713,"pituitary","m.inc.d8",107057630,"LOC107057630",107057630,"LOC107057630"
"XP_004937398.1",0.0163883119164015,1.78546577877535,3.22364025857058,"pituitary","m.inc.d8",431596,"ANKDD1B",431596,"ANKDD1B"
"NP_001264456.1",0.0305228418703406,1.51537503326142,2.72972827719957,"pituitary","m.inc.d8",424379,"REG4",424379,"REG4"
"NP_990136.1",0.0323837487901472,1.48967287810776,2.68723984610244,"pituitary","m.inc.d8",395592,"TH",395592,"TH"
"XP_015135659.1",0.013909147504402,1.85669948722432,2.60969084105654,"pituitary","m.inc.d8",431602,"PTPRD",431602,"PTPRD"
"NP_990826.1",0.0018934143050477,2.72275434604202,2.57636601133967,"pituitary","m.inc.d8",396491,"LGALS1",396491,"LGALS1"
"XP_015144731.1",0.0840768392151595,1.07532362354044,2.52796152892188,"pituitary","m.inc.d8",424033,"LOC424033",424033,"LOC424033"
"XP_015140564.1",0.00916281011005288,2.03797131365443,2.35269121820486,"pituitary","m.inc.d8",428655,"GDF7",428655,"GDF7"
"XP_426087.2",0.0700323316017117,1.15470141435027,2.19427885984822,"pituitary","m.inc.d8",428533,"OPRK1",428533,"OPRK1"
"NP_989651.1",0.0534439465806136,1.27210147877172,2.11527999973625,"pituitary","m.inc.d8",374216,"GUCA1A",374216,"GUCA1A"
"XP_015132097.1",0.0609948632038204,1.2147067383691,2.09602180037518,"pituitary","m.inc.d8",422515,"FAM13A",422515,"FAM13A"
"XP_015152567.1",0.00543332632444399,2.2649342105471,1.98738909210547,"pituitary","m.inc.d8",428180,"PLCH2",428180,"PLCH2"
"NP_001019754.1",0.0219502304655054,1.65856091554159,1.97958216791361,"pituitary","m.inc.d8",427907,"SSTR3",427907,"SSTR3"
"NP_001139605.1",0.0485600051468504,1.31372127590214,1.9164866673238,"pituitary","m.inc.d8",425805,"NGFR",425805,"NGFR"
"XP_015142111.1",0.0674462173193041,1.17104240245494,1.90180484695973,"pituitary","m.inc.d8",107053388,"LOC107053388",107053388,"LOC107053388"
"NP_001264492.1",0.0107705704849185,1.96776129281246,1.89725866963845,"pituitary","m.inc.d8",424557,"FAM183A",424557,"FAM183A"
"XP_003642951.1",0.0046567298429477,2.33191895663895,1.78429924072322,"pituitary","m.inc.d8",100857974,"ONECUT2",100857974,"ONECUT2"
"XP_424044.4",0.0816266478947075,1.08816803800656,1.77700258460719,"pituitary","m.inc.d8",426393,"CCDC89",426393,"CCDC89"
"XP_414215.4",0.015478452419143,1.81027246351262,1.711666578749,"pituitary","m.inc.d8",415855,"SPIRE2",415855,"SPIRE2"
"NP_001166993.1",0.000181634432828215,3.74080181787567,1.7059795590592,"pituitary","m.inc.d8",100379662,"SCRT2",100379662,"SCRT2"
"XP_015148634.1",0.00707583707514542,2.15022217550509,1.65124075764502,"pituitary","m.inc.d8",770936,"LOC770936",770936,"LOC770936"
"XP_015145601.1",0.00457689022634575,2.33942950371078,1.64025253283098,"pituitary","m.inc.d8",769191,"ASIC4",769191,"ASIC4"
"XP_420081.4",0.0565298419960719,1.24772222841446,1.56891841349988,"pituitary","m.inc.d8",422078,"NPTX1",422078,"NPTX1"
"XP_015141595.1",0.0167874201686603,1.77501603957373,1.55701773446486,"pituitary","m.inc.d8",101748423,"SYT7",101748423,"SYT7"
"XP_015146759.1",0.0280940077707995,1.55138630178856,1.52779310259992,"pituitary","m.inc.d8",424601,"CCDC17",424601,"CCDC17"
"XP_015133212.1",0.0692373117158166,1.15965980286556,1.51682445314404,"pituitary","m.inc.d8",101750419,"NMS",101750419,"NMS"
"XP_418173.5",0.0227431767936181,1.6431488726484,1.516729330265,"pituitary","m.inc.d8",395079,"FBN3",395079,"FBN3"
"NP_989739.1",0.0144556279443068,1.83996303807675,1.50886860735766,"pituitary","m.inc.d8",378929,"PDE6H",378929,"PDE6H"
"XP_015128547.1",0.000749990080806169,3.12494448044781,1.49650660959246,"pituitary","m.inc.d8",101748192,"LOC101748192",101748192,"LOC101748192"
"NP_989838.1",0.0510723053061118,1.29181453848032,1.49242443127152,"pituitary","m.inc.d8",395172,"DHRS11",395172,"DHRS11"
"XP_015150653.1",7.85742473171334e-05,4.10471977050868,1.47991278881765,"pituitary","m.inc.d8",427790,"GINS3",427790,"GINS3"
"NP_001001777.1",0.0664517916196973,1.17749330546528,1.44819374499886,"pituitary","m.inc.d8",414896,"GSTA3",414896,"GSTA3"
"XP_004944342.1",0.000128468434317133,3.89120356872123,1.44553054019812,"pituitary","m.inc.d8",101748749,"ZNF469",101748749,"ZNF469"
"XP_015152634.1",0.0185274767271504,1.73218372358955,1.44465828688762,"pituitary","m.inc.d8",428187,"CA6",428187,"CA6"
"XP_015151928.1",0.0332573086535185,1.47811289895951,1.44195821832847,"pituitary","m.inc.d8",100858058,"SNPH",100858058,"SNPH"
"XP_015134641.1",0.0305272857623304,1.51531180791374,1.4379760073529,"pituitary","m.inc.d8",100858970,"NRN1L",100858970,"NRN1L"
"XP_015129870.1",0.0080889514333464,2.09210777211159,1.43444711135641,"pituitary","m.inc.d8",107050679,"LOC107050679",107050679,"LOC107050679"
"XP_004937302.1",0.0599449630686763,1.2222473030302,1.43286023241781,"pituitary","m.inc.d8",427140,"IL31RA",427140,"IL31RA"
"XP_015134175.1",0.00673664463560091,2.17155636148926,1.42750826926876,"pituitary","m.inc.d8",418923,"MTUS2",418923,"MTUS2"
"XP_003642467.1",0.0302759769314515,1.51890183434202,1.41580447860086,"pituitary","m.inc.d8",776097,"FBXO39",776097,"FBXO39"
"NP_001279001.1",0.0294522133790674,1.53088206175313,1.4074543351877,"pituitary","m.inc.d8",431304,"AQP2",431304,"AQP2"
"XP_015153228.1",0.086571119959262,1.06262696403543,1.38281826876507,"pituitary","m.inc.d8",419599,"L3MBTL4",419599,"L3MBTL4"
"XP_414211.4",0.0983617899425585,1.00717357677042,1.38253344411463,"pituitary","m.inc.d8",415851,"CPNE7",415851,"CPNE7"
"NP_001027562.2",0.0944366747209709,1.02485931358567,1.36849025061749,"pituitary","m.inc.d8",419486,"CELA2A",419486,"CELA2A"
"XP_015156917.1",0.0270197070091054,1.56831936460409,1.34201701672955,"pituitary","m.inc.d8",107056399,"LOC107056399",107056399,"LOC107056399"
"NP_001020004.1",0.00492935283176549,2.30721009493015,1.34184808379572,"pituitary","m.inc.d8",423015,"SCT",423015,"SCT"
"XP_004934825.2",0.0770075219581567,1.11346685164089,1.3293413354631,"pituitary","m.inc.d8",426068,"CELSR1",426068,"CELSR1"
"XP_001231362.3",0.0555133688935375,1.25560241620124,1.32708460104787,"pituitary","m.inc.d8",768438,"ASB10",768438,"ASB10"
"XP_001231503.1",0.00245781305339297,2.6094511535763,1.31037368711977,"pituitary","m.inc.d8",768736,"PANX3",768736,"PANX3"
"NP_989590.1",0.0925370065489303,1.03368455346708,1.3045855039615,"pituitary","m.inc.d8",374110,"PTGDS",374110,"PTGDS"
"XP_004944389.1",0.0259090293446559,1.58654885710897,1.29084860638716,"pituitary","m.inc.d8",415859,"URAH",415859,"URAH"
"NP_001026186.1",0.018912161976057,1.72325882120247,1.28346872898268,"pituitary","m.inc.d8",421047,"MC5R",421047,"MC5R"
"XP_015148414.1",0.0431917784852918,1.36459891286739,1.28231445118771,"pituitary","m.inc.d8",100859325,"PLXNB1",100859325,"PLXNB1"
"XP_425790.2",0.0151886265129469,1.81848149702711,1.27350012943219,"pituitary","m.inc.d8",428231,"MYCL",428231,"MYCL"
"XP_004938836.1",0.0200423048785796,1.69805233577442,1.26529503265042,"pituitary","m.inc.d8",418934,"WASF3",418934,"WASF3"
"XP_015156075.1",0.0646317914109885,1.18955380649223,1.26387503304285,"pituitary","m.inc.d8",426819,"DMBT1",426819,"DMBT1"
"XP_004946529.1",0.00421254640864949,2.37545530157239,1.24444544858698,"pituitary","m.inc.d8",417504,"COL26A1",417504,"COL26A1"
"XP_015154433.1",0.00069095659666717,3.16054923253893,1.23929992702965,"pituitary","m.inc.d8",419917,"NFYA",419917,"NFYA"
"NP_990018.1",0.00566000980125229,2.24718281675765,1.23844996196578,"pituitary","m.inc.d8",395422,"OPCML",395422,"OPCML"
"NP_001073206.1",0.00138282672232006,2.85923223656092,1.23792719063351,"pituitary","m.inc.d8",768701,"KIAA1671",768701,"KIAA1671"
"XP_414197.5",2.36348184104459e-05,4.62644773009237,1.2298094000959,"pituitary","m.inc.d8",415835,"ZFPM1",415835,"ZFPM1"
"XP_004940237.2",0.0223214504862627,1.65127758761473,1.22849158241404,"pituitary","m.inc.d8",421304,"CAPN13",421304,"CAPN13"
"NP_001264421.1",0.052325094199208,1.28128998114199,1.21523764611663,"pituitary","m.inc.d8",423433,"SERPINA4",423433,"SERPINA4"
"NP_990337.1",0.00869142536766353,2.06090899471949,1.21124956497792,"pituitary","m.inc.d8",395856,"FOXC1",395856,"FOXC1"
"XP_015152260.1",0.0929456509392801,1.03177092668026,1.20875826420979,"pituitary","m.inc.d8",419166,"SGK2",419166,"SGK2"
"XP_417766.3",0.000170480022264033,3.76832650657667,1.20674229858671,"pituitary","m.inc.d8",419619,"GRIK3",419619,"GRIK3"
