"gene","lfc","padj","logpadj","direction","tissue"
"LOC107053414",20.2362625965538,1.01596856317516e-41,40.9931197300942,"n5","gonads"
"CA4",2.71702237761268,0.000893205898195596,3.04904841777106,"n5","gonads"
"SOX2",1.6090659922914,0.04463015347508,1.3503716196962,"n5","gonads"
"GPNMB",1.55916661985985,0.00595541902813937,2.22508767579223,"n5","gonads"
"ATP5J2",-0.41369808473518,0.054804098957294,1.26118695815867,"hatch","gonads"
"LOC428541",-1.20701272227697,0.00939338327357394,2.02717795699885,"hatch","gonads"
"ETV7",-1.43392436556185,0.0102051005633927,1.99118271128977,"hatch","gonads"
"ITGBL1",-1.66967288885185,0.0869125721842779,1.06091739690769,"hatch","gonads"
"IFIT5",-1.69693368743196,0.00939338327357394,2.02717795699885,"hatch","gonads"
"IFI6",-2.31697076986998,0.054804098957294,1.26118695815867,"hatch","gonads"
"PLA2G5",-3.63134050802038,0.04463015347508,1.3503716196962,"hatch","gonads"
"ATP8A2",-4.07428345325562,0.0191035794128629,1.71888525193491,"hatch","gonads"
"SPIC",-4.69419228496727,0.00501562403244665,2.29967502535783,"hatch","gonads"
"DTX2",-17.1984854689909,2.33464333692059e-32,31.6317794571272,"hatch","gonads"
"WHSC1L1",-20.6919754075366,1.50198705806043e-36,35.8233338094338,"hatch","gonads"
