"gene","padj","logpadj","lfc","tissue","direction"
"RP11-5A19.5",0.0885459299038604,1.05283139676548,4.21396438568251,"hypothalamus","m.inc.d17"
"LOC107051069",0.000239318818349964,3.62102315017796,2.88109374696235,"hypothalamus","m.inc.d17"
"LOC107055658",0.000554863659445387,3.25581371818306,2.5638681436031,"hypothalamus","m.inc.d17"
"KLHL40",0.0481002487946849,1.31785267726693,2.44353653431071,"hypothalamus","m.inc.d17"
"SERPINB2",0.00538335930721519,2.26894663264331,2.29430899077589,"hypothalamus","m.inc.d17"
"LOC420300",9.99336757163559e-05,4.00028813826741,2.26929778523341,"hypothalamus","m.inc.d17"
"ANXA5",0.000354796827300145,3.45002027241472,2.16812405246148,"hypothalamus","m.inc.d17"
"SLC7A9",0.0152712606239351,1.81612511098411,2.09536520618566,"hypothalamus","m.inc.d17"
"CYP2W1",0.00618866874744961,2.20840276258184,2.0452309277823,"hypothalamus","m.inc.d17"
"MMP10",0.00647664331337116,2.1886500200837,2.01462586555144,"hypothalamus","m.inc.d17"
"TMED11",0.00304556048223682,2.51633277135846,1.97453188127014,"hypothalamus","m.inc.d17"
"ATP2B4",0.00115846128249353,2.93611847640175,1.94397032677166,"hypothalamus","m.inc.d17"
"SATB2",0.0011164307619203,2.95216820555121,1.88287849788826,"hypothalamus","m.inc.d17"
"LOC772158",0.000291589464830532,3.53522817119295,1.87624859780948,"hypothalamus","m.inc.d17"
"DUPD1",0.00924046452275447,2.03430619603118,1.86173826781925,"hypothalamus","m.inc.d17"
"IFI6",0.0234674618531182,1.62953387941688,1.85265635807688,"hypothalamus","m.inc.d17"
"SLC45A2",0.00243786112291584,2.61299103836867,1.79910540868996,"hypothalamus","m.inc.d17"
"FRMD7",0.0178933774717743,1.74730767626265,1.7905451969689,"hypothalamus","m.inc.d17"
"PERP1",0.010818418801775,1.96583621019481,1.77071398622325,"hypothalamus","m.inc.d17"
"DPP4",0.0913408450605375,1.03933497473657,1.7333160544901,"hypothalamus","m.inc.d17"
"PI15",0.000448684206673867,3.34805921701719,1.73086408477204,"hypothalamus","m.inc.d17"
"IAPP",0.00162977041652384,2.78787356974284,1.72196606875056,"hypothalamus","m.inc.d17"
"SRRL",0.0051621776544815,2.28716705344706,1.69272202694724,"hypothalamus","m.inc.d17"
"MYPN",0.00103654281479687,2.98441275450017,1.65300024929802,"hypothalamus","m.inc.d17"
"LOC101748456",3.55050413043978e-05,4.44970997778325,1.64952113655774,"hypothalamus","m.inc.d17"
"C1S",0.00356869453708564,2.44749062395119,1.64651853581516,"hypothalamus","m.inc.d17"
"BRS3",0.000291589464830532,3.53522817119295,1.57900334789375,"hypothalamus","m.inc.d17"
"LOC769052",0.00395176610566062,2.4032087680386,1.54133368836231,"hypothalamus","m.inc.d17"
"SH2D4A",0.0193983518199849,1.71223516831171,1.53549805831604,"hypothalamus","m.inc.d17"
"RAPSN",0.043187321426066,1.36464373102898,1.52560271737706,"hypothalamus","m.inc.d17"
"LOC422264",0.0445292675019384,1.35135444887243,1.46316196533449,"hypothalamus","m.inc.d17"
"TMPRSS15",0.00296464133317498,2.52802784072975,1.461820552828,"hypothalamus","m.inc.d17"
"LOC107049603",0.000231751794991602,3.6349768934211,1.46008293330183,"hypothalamus","m.inc.d17"
"TGM3",0.00971887577771312,2.01238396879524,1.45155411024641,"hypothalamus","m.inc.d17"
"LOC107056134",0.0320255173081113,1.4945038463688,1.44249183026875,"hypothalamus","m.inc.d17"
"TMPRSS12",0.0865468296061278,1.0627488366249,1.43510603574654,"hypothalamus","m.inc.d17"
"DND1",0.0733831778327329,1.1344034852029,1.43280688329119,"hypothalamus","m.inc.d17"
"RSAD2",0.00618866874744961,2.20840276258184,1.42032930675609,"hypothalamus","m.inc.d17"
"FAM83B",0.00159361364810766,2.7976169594974,1.4091374001518,"hypothalamus","m.inc.d17"
