"gene","padj","logpadj","lfc","tissue","direction"
"LOC107057630",0.00165249628008748,2.78185950947579,4.78341396739138,"hypothalamus","male"
"LOC107056848",0.0039736859245282,2.40080646199587,4.77301488471792,"hypothalamus","male"
"RAB6A",0.0074176560809136,2.12973330657279,4.73973286889795,"hypothalamus","male"
"RBP4B",0.0128670888984482,1.8905196984994,4.09312829646765,"hypothalamus","male"
"LOC101747522",8.57349879584467e-05,4.06684190880781,3.80326777946808,"hypothalamus","male"
"MMP13",0.0271422916872133,1.56635348662862,3.66317211324442,"hypothalamus","male"
"FABP4",0.000154983497749522,3.80971454194494,3.4781209234814,"hypothalamus","male"
"PLA2G2A",0.00010170634091525,3.99265197000098,3.37457780559932,"hypothalamus","male"
"PLIN3",0.00232151035278916,2.63422937525468,3.17547026206336,"hypothalamus","male"
"LECT2",0.0448942970635099,1.34780882405576,3.14521214242648,"hypothalamus","male"
"LARP6L",0.00793739548310941,2.10032198030251,3.12707674775609,"hypothalamus","male"
"RPL27A",2.1967399716553e-14,13.6582213475213,3.11238661048425,"hypothalamus","male"
"PDC",0.0645474721696896,1.19012076105444,3.1016879663307,"hypothalamus","male"
"CCDC89",0.006784902866766,2.16845636535568,3.05781519768468,"hypothalamus","male"
"KK34",0.000899819029249458,3.04584482667318,2.99684949098293,"hypothalamus","male"
"PMCH",9.22520517019204e-05,4.03502396627553,2.91725090455548,"hypothalamus","male"
"SPTSSBL",0.0161758632665708,1.79113253279813,2.89173507935673,"hypothalamus","male"
"RBM46",0.0245159097459281,1.61055198614998,2.77559179549585,"hypothalamus","male"
"ANKRD31",0.00459643644472718,2.33757874052826,2.75564630962489,"hypothalamus","male"
"SPATA16",1.94171600933561e-07,6.71181428863883,2.69179858932948,"hypothalamus","male"
"ASF1A",0.000910959057876848,3.04050114150969,2.67405259426082,"hypothalamus","male"
"LOC100858647",0.00739739737570444,2.13092105110473,2.59555462322493,"hypothalamus","male"
"TIMM10B",0.0806269438634414,1.09351980167154,2.59064236528194,"hypothalamus","male"
"PABPN1",0.0184156679148141,1.73481252516868,2.56360434632881,"hypothalamus","male"
"POU3F1",0.0536363024911002,1.27054116861052,2.53457710428703,"hypothalamus","male"
"OVST",0.0106089471957551,1.97432771221179,2.48939106171731,"hypothalamus","male"
"C14ORF180",0.00149474265307752,2.82543357253617,2.45824877312343,"hypothalamus","male"
"GATA4",0.0634605737929776,1.19749600544712,2.44800851199697,"hypothalamus","male"
"AvBD12",4.66792682798702e-06,5.33087596034958,2.44710174837729,"hypothalamus","male"
"GDF9",0.0776146616229001,1.11005623157083,2.38556228189443,"hypothalamus","male"
"LOC420300",1.83151745498286e-05,4.73718893800593,2.38417137035408,"hypothalamus","male"
"FBXO5",0.0103264955668682,1.98604703706606,2.35404143618292,"hypothalamus","male"
"FDX1L",0.00375099189289645,2.42585387449874,2.33076194630223,"hypothalamus","male"
"SMARCAL1",1.11774221712209e-19,18.951658345457,2.31089589499651,"hypothalamus","male"
"DNTT",0.00147988479822274,2.82977209098577,2.25411346191527,"hypothalamus","male"
"SPIRE1L",0.0628041937262297,1.20201135544513,2.25018876049839,"hypothalamus","male"
"ISX",0.0673970303539129,1.17135923891456,2.24032723707526,"hypothalamus","male"
"GRXCR1",0.00648749200194344,2.1879231645599,2.23744044145835,"hypothalamus","male"
"WT1",0.0276780945675216,1.55786381115511,2.22290661516631,"hypothalamus","male"
"RUNX3",0.0461127922435476,1.33617857938004,2.15536318857136,"hypothalamus","male"
"SEC61G",3.49163593937709e-21,20.4569710449671,2.1261320399427,"hypothalamus","male"
"DMRTB1",0.0648055249808999,1.18838796686966,2.08669381303011,"hypothalamus","male"
"LNP1",0.00285040047114897,2.54509411887154,2.07877117683912,"hypothalamus","male"
"PLAC9",1.11432824654941e-13,12.9529868606283,2.05689659227452,"hypothalamus","male"
"RPL34",3.36971292870155e-17,16.4724070958026,2.0300976802637,"hypothalamus","male"
"DDX4",0.00581267950625214,2.23562362208117,2.00262217755269,"hypothalamus","male"
"ANKRD2",0.0382001103293493,1.41793538275954,1.99582950124318,"hypothalamus","male"
"SYPL1",0.0505317368420188,1.29643577423473,1.99148217055601,"hypothalamus","male"
"LOC395381",0.0269123723059366,1.57004801780789,1.98803497234954,"hypothalamus","male"
"LOC431250",0.0824948140221761,1.08357335220575,1.98786543471114,"hypothalamus","male"
"DEPDC1",0.00757563584954708,2.12058090944475,1.98579532482883,"hypothalamus","male"
"PPP1R14D",0.00617415262916257,2.20942263867256,1.98408683316953,"hypothalamus","male"
"FGG",0.0119121211802207,1.92401089722083,1.96913385110535,"hypothalamus","male"
"COPRS",0.0721165067850494,1.14196531801063,1.96492654861824,"hypothalamus","male"
"LYPD2",0.0432370159694487,1.36414428679832,1.96295802332287,"hypothalamus","male"
"SLC12A4",0.00481233567633293,2.31764408679882,1.95494986075275,"hypothalamus","male"
"SLC22A18",0.065279443281818,1.18522355800213,1.93640633414823,"hypothalamus","male"
