"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"FBXW10",0.0148488489955499,0.483174557940145,0.315895942013385,4.67451044855966,"male_hypothalamus","NS","extend"
"DNAH1",0.0488201850256303,0.736999239589786,0.132532960230677,3.6627499481334,"male_hypothalamus","NS","extend"
"DMRT2",0.000201356545697521,0.107771312752354,0.967496827009912,3.28613134449195,"male_hypothalamus","NS","extend"
"RBM46",0.0218476571076178,0.550034996996415,0.259609676835059,2.57208968868019,"male_hypothalamus","NS","extend"
"TMED11",0.00040840523132359,0.126775715833286,0.89696392854922,2.34223921681964,"male_hypothalamus","NS","extend"
"SLC7A9",0.00361606956771538,0.301597949528163,0.520571615427036,2.29840353277144,"male_hypothalamus","NS","extend"
"LOC100857497",0.00261600486697044,0.266269090111402,0.574679245777308,2.28590049265122,"male_hypothalamus","NS","extend"
"LOC107056462",0.0346727711719274,0.655599894412174,0.183361125046953,2.20652980867961,"male_hypothalamus","NS","extend"
"PNLIPRP3",0.00270770481319172,0.266888391516825,0.57367031572102,2.18429858099986,"male_hypothalamus","NS","extend"
"CELA2A",0.04007151554244,0.693977393375123,0.158654676652276,2.18405686385778,"male_hypothalamus","NS","extend"
"P2RY13",0.0123848243469235,0.471629375340124,0.326399152790665,2.180435756677,"male_hypothalamus","NS","extend"
"LOC424473",0.00231366251997448,0.249636840944865,0.602691321880667,2.07395958533667,"male_hypothalamus","NS","extend"
"OR4S2",0.0350036693956572,0.658194862287634,0.181645512027726,2.03713041566124,"male_hypothalamus","NS","extend"
"LOC107051069",0.00321938379693209,0.284204692982414,0.546368754981602,2.03265511042994,"male_hypothalamus","NS","extend"
"LOC101748402",0.00128440692708945,0.210117382589875,0.677538017795895,1.96337069235965,"male_hypothalamus","NS","extend"
"FGF3",0.00295265102188372,0.274940346866501,0.560761523758813,1.95215909746526,"male_hypothalamus","NS","extend"
"TMEM182",0.031932024506298,0.640354764094587,0.193579355075651,1.89611138963026,"male_hypothalamus","NS","extend"
"SATB2",0.000337680926486901,0.124074924205119,0.906315981432339,1.82093099940402,"male_hypothalamus","NS","extend"
"TPO",0.0143956657975055,0.480761793776013,0.318070053092565,1.71737676596054,"male_hypothalamus","NS","extend"
"PERP1",0.00626368114497042,0.376911244743339,0.423760905646351,1.71650533113586,"male_hypothalamus","NS","extend"
"COR7A",5.51382512603728e-05,0.0535431804203405,1.27129583565224,1.67211440883407,"male_hypothalamus","extend","extend"
"ABCG8",0.034260658064207,0.655599894412174,0.183361125046953,1.66469894270752,"male_hypothalamus","NS","extend"
"CCDC60",4.66147083608415e-05,0.0487482277050492,1.31204116892768,1.62320897499434,"male_hypothalamus","extend","extend"
"PI15",0.000458180414087689,0.129428103909961,0.887971411087813,1.58400660412874,"male_hypothalamus","NS","extend"
"TTC34",0.000985006814532714,0.191302394908175,0.718279593020825,1.56762688102853,"male_hypothalamus","NS","extend"
"KLHL34",0.0292877184911611,0.611840583155362,0.213361719806574,1.55319631912883,"male_hypothalamus","NS","extend"
"DUPD1",0.0276195053877431,0.598791917865485,0.222724070136116,1.54403833923725,"male_hypothalamus","NS","extend"
"LOC769052",0.00141379947957243,0.215961841851541,0.665622977262336,1.53670243222893,"male_hypothalamus","NS","extend"
"WWP1",0.00451364555363704,0.334783169895148,0.475236382833459,1.38752719946979,"male_hypothalamus","NS","extend"
"CPA6",0.000487815499684789,0.132637034364294,0.877335197089497,1.36107412880787,"male_hypothalamus","NS","extend"
"SLCO4C1",0.00103246658929598,0.192279223033957,0.716067641446381,1.31658833034713,"male_hypothalamus","NS","extend"
"COL19A1",3.19168742921313e-05,0.045729350871407,1.33980496339008,1.3125882847884,"male_hypothalamus","extend","extend"
"ANGPTL7",0.0021306127670073,0.237423611208723,0.624476093689077,1.2937962766536,"male_hypothalamus","NS","extend"
"BRS3",0.00133637754931935,0.210117382589875,0.677538017795895,1.29365066334346,"male_hypothalamus","NS","extend"
"ANKRD28",0.00246102592862044,0.261387871090585,0.582714568402911,1.28610549979338,"male_hypothalamus","NS","extend"
"ATP2A2",0.0116842706310764,0.468566259693579,0.329228987092994,1.28153525706387,"male_hypothalamus","NS","extend"
"MYH13",0.0266440108396439,0.596409829029712,0.224455207844477,1.28098288099025,"male_hypothalamus","NS","extend"
"CCDC183",0.0159697347023942,0.495423143960959,0.305023708973931,1.26357510335305,"male_hypothalamus","NS","extend"
"LYVE1",0.00716808485088239,0.395921712398305,0.402390680828728,1.258321228233,"male_hypothalamus","NS","extend"
"RAPSN",0.0405329038250432,0.694011117760028,0.158633572278349,1.25632564469601,"male_hypothalamus","NS","extend"
"PPP1R27",0.0471650814460643,0.730389389401437,0.13644554456176,1.24957894492464,"male_hypothalamus","NS","extend"
"LOC769174",0.0436504542152198,0.71325471761528,0.146755347147215,1.23857027554051,"male_hypothalamus","NS","extend"
"OLAH",0.00608486024671733,0.371762012933262,0.429734989002823,1.22967122409694,"male_hypothalamus","NS","extend"
"LOC101750281",0.0125985733646609,0.47445319914838,0.323806620652995,1.22657935079563,"male_hypothalamus","NS","extend"
"GPNMB",0.000466493349877757,0.129428103909961,0.887971411087813,1.22530284995485,"male_hypothalamus","NS","extend"
"UBAP2L",0.0152877092005901,0.489695542001566,0.310073849612439,1.20563865937591,"male_hypothalamus","NS","extend"
"GRHL1",0.00597605466100097,0.371762012933262,0.429734989002823,1.20380835275253,"male_hypothalamus","NS","extend"
"USH1C",0.000401950754621284,0.126775715833286,0.89696392854922,1.20184501886272,"male_hypothalamus","NS","extend"
"PPP1R1B",0.0245656524134395,0.583885528192522,0.23367228875628,1.19229709580414,"male_hypothalamus","NS","extend"
"GABRR3",0.0141101962585024,0.480211423802318,0.318567512676959,1.19203656441628,"male_hypothalamus","NS","extend"
"DGKH",0.000419632748252878,0.126775715833286,0.89696392854922,1.17297387190575,"male_hypothalamus","NS","extend"
"SH3RF2",0.00293727690978218,0.274940346866501,0.560761523758813,1.17074702896083,"male_hypothalamus","NS","extend"
"BTN1",0.01150546628325,0.467233183621339,0.330466320536361,1.16802768306989,"male_hypothalamus","NS","extend"
"PCK1",0.00882755129194102,0.415829668842354,0.381084527619161,1.16798188138421,"male_hypothalamus","NS","extend"
"PDE1A",0.000320537365666077,0.121047374617509,0.91704462548283,1.16750489762204,"male_hypothalamus","NS","extend"
"SPAM1",0.00655817260742194,0.381029113649754,0.419041839509744,1.16588404534843,"male_hypothalamus","NS","extend"
"SERPINA4",0.00357613949581572,0.301597949528163,0.520571615427036,1.15250685450902,"male_hypothalamus","NS","extend"
"TNKS",0.00758646716942441,0.3982162979472,0.399880969412353,1.15080953496904,"male_hypothalamus","NS","extend"
"HTR4",9.43796210575044e-05,0.0712133764706212,1.14743842234991,1.1441853333582,"male_hypothalamus","extend","extend"
"UNKL",0.0304105848169042,0.622638404496707,0.205764095432156,1.13824727851284,"male_hypothalamus","NS","extend"
"AKAP5",0.00168227581341484,0.228705396833747,0.640723587087777,1.13041582005284,"male_hypothalamus","NS","extend"
"WFS1",0.00130409530046967,0.210117382589875,0.677538017795895,1.12887240009787,"male_hypothalamus","NS","extend"
"GDA",0.000124019466992427,0.0802878406553356,1.09535022229475,1.12582554032461,"male_hypothalamus","extend","extend"
"ROBO1",0.0145696108154261,0.480761793776013,0.318070053092565,1.10924159193879,"male_hypothalamus","NS","extend"
"PANX3",0.00984701628670515,0.433514143189653,0.362996729308816,1.1059852579674,"male_hypothalamus","NS","extend"
"NOX4",0.00166353276828419,0.228441696816399,0.641224622648125,1.09835518948387,"male_hypothalamus","NS","extend"
"SEC24C",0.0413246989984957,0.697318750482993,0.156568656719917,1.09278706816748,"male_hypothalamus","NS","extend"
"CPEB2",0.00704981833769805,0.395921712398305,0.402390680828728,1.09269767850258,"male_hypothalamus","NS","extend"
"VWA3A",0.0144566778886816,0.480761793776013,0.318070053092565,1.0892071393361,"male_hypothalamus","NS","extend"
"TMEM61",0.0169457432238951,0.506323910173306,0.295571563406877,1.08446359790081,"male_hypothalamus","NS","extend"
"SCN3A",0.0127779870077422,0.478784651046582,0.319859780723064,1.0539660237157,"male_hypothalamus","NS","extend"
"SKIV2L2",0.0356705097702231,0.660127433860802,0.180372218275852,1.05389135593356,"male_hypothalamus","NS","extend"
"ONECUT2",0.0352416144047818,0.659023036909227,0.181099403876869,1.0521231870436,"male_hypothalamus","NS","extend"
"SNTG2",0.00473302641900418,0.336887404012366,0.472515226686404,1.04661048102326,"male_hypothalamus","NS","extend"
"CARHSP1",0.000677347006027138,0.15876780253343,0.799237566139609,1.04197538908636,"male_hypothalamus","NS","extend"
"LOC101748456",0.00524386245609949,0.352922327181547,0.452320865683626,1.03959442569121,"male_hypothalamus","NS","extend"
"CHRM4",0.00774032030336063,0.403178752966236,0.39450236275463,1.0380091160859,"male_hypothalamus","NS","extend"
"ABCC6",0.0156659266909156,0.491866682131633,0.308152594510079,1.03467761783094,"male_hypothalamus","NS","extend"
"LOC427010",0.0239552229034548,0.576122061538834,0.239485493943533,1.02868187959219,"male_hypothalamus","NS","extend"
"IL13RA2",0.0286198989043735,0.609393240992274,0.215102367008714,1.02119031008469,"male_hypothalamus","NS","extend"
"TCP10",0.029669905878772,0.612875220025308,0.212627937831819,1.02099001859213,"male_hypothalamus","NS","extend"
"ESRP2",0.0262540280282386,0.595459644329175,0.225147666320643,1.02010538660983,"male_hypothalamus","NS","extend"
"WNT9A",0.000867096473783438,0.184803131820393,0.733290673154927,1.01821351717399,"male_hypothalamus","NS","extend"
