"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"SOX4",7.47261199388424e-16,2.40734976438048e-14,13.6184608063992,3.57454679537511,"male_hypothalamus","m.n2","m.n2"
"LOC107055647",1.73197297428206e-13,3.65623797909388e-12,11.4369655444361,3.55465044581462,"male_hypothalamus","m.n2","m.n2"
"SATB2",8.77535450900256e-10,9.7707571293931e-09,8.01007178179021,3.44833176079632,"male_hypothalamus","m.n2","m.n2"
"ATP2B4",1.5720731709127e-10,1.97343811251691e-09,8.70477648863195,3.22108450213461,"male_hypothalamus","m.n2","m.n2"
"RTN4RL2",2.14900835840689e-15,6.32375944427307e-14,13.1990246589821,2.99541026880787,"male_hypothalamus","m.n2","m.n2"
"F8A3",3.03832581536194e-12,5.13118502606777e-11,10.2897823247811,2.92489640846857,"male_hypothalamus","m.n2","m.n2"
"CZH9ORF84",0.0010069485668484,0.00332510706006898,2.47819436694775,2.87078791927067,"male_hypothalamus","m.n2","m.n2"
"LOC107055658",3.20576621072717e-06,1.77164193637544e-05,4.75162404812035,2.86913796352802,"male_hypothalamus","m.n2","m.n2"
"LRRC71",0.00147474529190973,0.00466585111554869,2.33106912339209,2.86410252857753,"male_hypothalamus","m.n2","m.n2"
"FIGN",2.60151951205334e-11,3.75452842530416e-10,9.42544460330679,2.83585279227799,"male_hypothalamus","m.n2","m.n2"
"ANGPTL3",2.20154737270149e-06,1.26287073974163e-05,4.89864109908028,2.8247953567476,"male_hypothalamus","m.n2","m.n2"
"GEMIN8",0.00214381586838154,0.00653040034296371,2.18506019370035,2.72343413573955,"male_hypothalamus","m.n2","m.n2"
"WNT9A",5.58482301314126e-10,6.43437871725894e-09,8.19149338080189,2.71481827772724,"male_hypothalamus","m.n2","m.n2"
"LOC101749727",2.75192439129731e-21,2.75091265438875e-19,18.5605231988939,2.64583202779792,"male_hypothalamus","m.n2","m.n2"
"LOC107050672",5.26163518356944e-12,8.46531719770728e-11,10.0723567641194,2.61743873158023,"male_hypothalamus","m.n2","m.n2"
"ROCK2",0.000918152557239233,0.00306765397288458,2.51319362977588,2.5427095862105,"male_hypothalamus","m.n2","m.n2"
"ADO",1.21508424044752e-15,3.75433414747364e-14,13.4254670764281,2.48536727004191,"male_hypothalamus","m.n2","m.n2"
"LOC107050646",1.00475355040655e-08,9.02220906061894e-08,7.0446871137467,2.42851084831922,"male_hypothalamus","m.n2","m.n2"
"LOC107051332",1.61547650405082e-07,1.15652464837129e-06,5.93684510691622,2.42297879638312,"male_hypothalamus","m.n2","m.n2"
"PDZK1",0.00319697495824215,0.00937103806755111,2.02821229790215,2.38774284515188,"male_hypothalamus","m.n2","m.n2"
"GDA",1.96250888525936e-14,5.02454016856894e-13,12.2989036774679,2.32120072262504,"male_hypothalamus","m.n2","m.n2"
"GPRIN1",7.08132546687623e-15,1.94486100448853e-13,12.7111114314286,2.31704102185917,"male_hypothalamus","m.n2","m.n2"
"LOC107056903",1.43217363781973e-05,6.93390334977179e-05,4.15902221617736,2.30473124727071,"male_hypothalamus","m.n2","m.n2"
"TMEM45B",0.00446653059689441,0.0126242169365446,1.89879555108532,2.28626742290829,"male_hypothalamus","m.n2","m.n2"
"SOX12",4.76157536711226e-06,2.55561062439365e-05,4.59250531505158,2.26923948844412,"male_hypothalamus","m.n2","m.n2"
"FGFBP3",0.000790042550358078,0.00267379349567291,2.57287213752015,2.2688003021305,"male_hypothalamus","m.n2","m.n2"
"ECM1",2.2853880057794e-09,2.3537765104978e-08,7.62823477550504,2.26669417307098,"male_hypothalamus","m.n2","m.n2"
"TET3",1.2947137438441e-09,1.402520585463e-08,7.85309075567795,2.26132938544175,"male_hypothalamus","m.n2","m.n2"
"MN1",9.23189792003106e-21,8.14984754693651e-19,18.088850515204,2.24634780249899,"male_hypothalamus","m.n2","m.n2"
"LOC422323",3.09274214638325e-14,7.56219954677702e-13,12.1213518669205,2.23294300454658,"male_hypothalamus","m.n2","m.n2"
"GRIN2B",1.08770928068326e-18,6.11049903755743e-17,16.213923319969,2.22962019312194,"male_hypothalamus","m.n2","m.n2"
"PPP1R1B",8.52751493622238e-06,4.34689034712948e-05,4.36182131500521,2.20671674158813,"male_hypothalamus","m.n2","m.n2"
"HELT",0.0484187595369607,0.103612944420743,0.98458598455869,2.1990733745686,"male_hypothalamus","NS","m.n2"
"TUT1",0.000240237972959535,0.000912555250736205,3.03974083167867,2.18617437711169,"male_hypothalamus","m.n2","m.n2"
"FGF3",0.0050254740592922,0.0140463239794567,1.85243731877125,2.18025519827866,"male_hypothalamus","m.n2","m.n2"
"LOC100859265",5.65697863568797e-18,2.69847805446238e-16,15.5688811095108,2.13008497341783,"male_hypothalamus","m.n2","m.n2"
"TFAP2C",0.000807465722819048,0.00272665089461624,2.56437046317583,2.1203823014947,"male_hypothalamus","m.n2","m.n2"
"LOC100859545",8.24267810026683e-09,7.52075226665285e-08,7.12373871673332,2.11745717832383,"male_hypothalamus","m.n2","m.n2"
"LOC107052863",1.41797886513755e-16,5.12352225203179e-15,14.2904313732637,2.11698163280456,"male_hypothalamus","m.n2","m.n2"
"SH3RF2",2.93832340273129e-06,1.64118761956171e-05,4.7848417678301,2.09360872838107,"male_hypothalamus","m.n2","m.n2"
"HIF3A",0.00399922663675992,0.0114679363270937,1.94051472703255,2.0862928959135,"male_hypothalamus","m.n2","m.n2"
"ZNF212",6.88504174134797e-09,6.36749268528066e-08,7.19603154526408,2.08388408516144,"male_hypothalamus","m.n2","m.n2"
