"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"SOX4",6.01381886655526e-11,1.70684483279371e-09,8.76780595827863,2.95437881204076,"male_hypothalamus","bldg","bldg"
"F8A3",5.46029656517543e-11,1.56609138826076e-09,8.80518289856204,2.78180687259123,"male_hypothalamus","bldg","bldg"
"SLC6A4",0.000496315521466456,0.00267072381012083,2.57337102172868,2.76085706047227,"male_hypothalamus","bldg","bldg"
"LOC107050672",1.43096374300769e-10,3.73396393209013e-09,8.42782988139762,2.46806417142801,"male_hypothalamus","bldg","bldg"
"TPH2",0.000155415408328044,0.000950887703069196,3.02187076888494,2.44193975928893,"male_hypothalamus","bldg","bldg"
"LOC107055647",9.86282322149083e-07,1.11878226753317e-05,4.9512544257234,2.40961360068951,"male_hypothalamus","bldg","bldg"
"ECM1",3.45282854881923e-10,8.17791012564414e-09,8.08735766660527,2.39201641528952,"male_hypothalamus","bldg","bldg"
"LOC107056903",1.48993955564114e-05,0.000122518984658158,3.91179661094469,2.32442716095574,"male_hypothalamus","bldg","bldg"
"GEMIN8",0.0102102857328798,0.0358586501003618,1.44540606349103,2.32365353804422,"male_hypothalamus","bldg","bldg"
"CCDC57",2.46636998648445e-10,6.00901433087027e-09,8.22119676023864,2.22666034285974,"male_hypothalamus","bldg","bldg"
"LOC101749727",1.20410138679757e-14,8.18487917675646e-13,12.0869877271568,2.20681360049999,"male_hypothalamus","bldg","bldg"
"LOC101748630",0.000550125685761079,0.00292260988586239,2.53422915102104,2.18606485083211,"male_hypothalamus","bldg","bldg"
"ADO",1.72694833770553e-11,5.61980386745551e-10,9.25027884115125,2.14427839915686,"male_hypothalamus","bldg","bldg"
"LOC107051332",6.14116119680082e-06,5.61082570366312e-05,4.25097322213829,2.14153337170203,"male_hypothalamus","bldg","bldg"
"ANGPTL3",0.000589644740507681,0.00309574298186623,2.5092351029603,2.12778365834346,"male_hypothalamus","bldg","bldg"
"LOC107056972",1.51844520810305e-07,2.03181718544892e-06,5.69211537066099,2.11082790021588,"male_hypothalamus","bldg","bldg"
"LOC107050646",1.20180500894217e-06,1.34252580908536e-05,4.8720773565516,2.10849401838605,"male_hypothalamus","bldg","bldg"
"HIF3A",0.00635735284619603,0.023934702836897,1.62097196016436,2.02135510002025,"male_hypothalamus","bldg","bldg"
"TUT1",0.00121361325084658,0.00573484998737074,2.24147793792125,1.97720885740993,"male_hypothalamus","bldg","bldg"
"SATB2",0.000808000945171089,0.00406542296432308,2.3908942639652,1.96378364322367,"male_hypothalamus","bldg","bldg"
"TET3",3.295602991741e-07,4.13700117014948e-06,5.38331435626441,1.95555461275652,"male_hypothalamus","bldg","bldg"
"CNTD1",0.0120544978458878,0.0414468634837747,1.38250832936532,1.94695235778003,"male_hypothalamus","bldg","bldg"
"TMEM173",0.0159709705828045,0.0523319703719517,1.28123291315722,1.93985684221671,"male_hypothalamus","bldg","bldg"
