"gene","pvalue","padj","logpadj","lfc","sextissue","direction","direction2"
"LOC107055647",1.40876894713163e-13,6.30007034087318e-12,11.2006546015809,3.56729694759829,"male_hypothalamus","lay","lay"
"SOX4",5.9867005869893e-15,3.7680182629685e-13,12.4238870009197,3.46471247852255,"male_hypothalamus","lay","lay"
"F8A3",1.32425561249609e-16,1.32376875381503e-14,13.8781878741965,3.42874300302305,"male_hypothalamus","lay","lay"
"GEMIN8",0.000298152215344802,0.0013886191735569,2.85741684245519,3.1753493199473,"male_hypothalamus","lay","lay"
"SCO2",2.24928786139535e-16,2.10890127418413e-14,13.6759437507871,3.00177583771614,"male_hypothalamus","lay","lay"
"ATP2B4",7.19163460643613e-09,1.00586700076645e-07,6.99745943941103,2.92621946887236,"male_hypothalamus","lay","lay"
"LRRC71",0.00244042517358743,0.00894033420504478,2.04864624622714,2.73710748270767,"male_hypothalamus","lay","lay"
"SATB2",1.86275004254894e-06,1.52005323099957e-05,4.81814120315747,2.71636382385291,"male_hypothalamus","lay","lay"
"LOC107051332",2.00293473634314e-08,2.53537222910475e-07,6.59595827097411,2.57937697903756,"male_hypothalamus","lay","lay"
"LOC107050672",1.42704329276862e-11,3.73089491638259e-10,9.42818698303579,2.56546398344388,"male_hypothalamus","lay","lay"
"C17ORF89",9.39863216113145e-05,0.000501666290657959,3.2995850803019,2.53561424052411,"male_hypothalamus","lay","lay"
"LOC107050646",3.24307574411953e-09,4.98751297978563e-08,7.30211596107122,2.50033535567611,"male_hypothalamus","lay","lay"
"ADO",2.00902261370088e-15,1.4500646705462e-13,12.8386126284995,2.46610881569063,"male_hypothalamus","lay","lay"
"TUT1",2.97555766711437e-05,0.000181565109894165,3.74096760315099,2.45542537949709,"male_hypothalamus","lay","lay"
"RTN4RL2",1.38583065316482e-10,2.88520179629032e-09,8.53982380609561,2.45353959181293,"male_hypothalamus","lay","lay"
"LOC107050482",2.79776067294903e-05,0.000172106589813313,3.76420250059186,2.41994475684371,"male_hypothalamus","lay","lay"
"LOC101749727",1.75549203155044e-17,2.13088519365431e-15,14.6714399482706,2.39394059325133,"male_hypothalamus","lay","lay"
"ECM1",2.898088619656e-10,5.60448289960502e-09,8.25146445161638,2.37869635414237,"male_hypothalamus","lay","lay"
"ANGPTL3",0.000167324557505507,0.000834780682307291,3.07842760951604,2.28488253875514,"male_hypothalamus","lay","lay"
"DMB2",0.000988290159793225,0.00401788418731725,2.39600258564002,2.27028889882033,"male_hypothalamus","lay","lay"
"LOC107055658",0.000281008908525007,0.00131962559979187,2.87954926804295,2.26794907625779,"male_hypothalamus","lay","lay"
"LOC107056903",2.09755978892208e-05,0.000133253856684092,3.87532021260247,2.26200379632919,"male_hypothalamus","lay","lay"
"SHD",0.00358831321049849,0.0126250305633351,1.8987675618452,2.23970271643685,"male_hypothalamus","lay","lay"
"SOX12",1.03673179038359e-05,7.02961031933409e-05,4.1530687490703,2.19296814535312,"male_hypothalamus","lay","lay"
"TCTA",4.6637834373499e-05,0.000270957845430649,3.56709826971927,2.18884111858191,"male_hypothalamus","lay","lay"
"SOWAHC",5.99677004301771e-11,1.34976968104016e-09,8.86974033134713,2.18517462036389,"male_hypothalamus","lay","lay"
"LOC101748630",0.000465199981325907,0.00207629472952256,2.68271099845358,2.1825720896192,"male_hypothalamus","lay","lay"
"FIGN",8.41443415815151e-07,7.41856241115887e-06,5.1296802453126,2.14209994739465,"male_hypothalamus","lay","lay"
